"product_id","store_id","city_id","total_sales","total_revenue","average_price"
"P0015","S0039","C014","0","0","2.6"
"P0015","S0040","C017","1","2.41","2.6"
"P0015","S0043","C025","0","0","2.6"
"P0015","S0049","C031","0","0","2.6"
"P0015","S0050","C014","0","0","2.6"
"P0015","S0051","C027","2","4.81","2.6"
"P0015","S0053","C031","0","0","2.6"
"P0015","S0054","C022","0","0","2.6"
"P0015","S0055","C014","0","0","2.6"
"P0015","S0056","C015","0","0","2.6"
"P0015","S0062","C014","0","0","2.6"
"P0015","S0063","C033","0","0","2.6"
"P0015","S0066","C033","1","2.41","2.6"
"P0015","S0067","C014","0","0","2.6"
"P0015","S0068","C003","3","7.22","2.6"
"P0015","S0070","C030","0","0","2.6"
"P0015","S0074","C022","0","0","2.6"
"P0015","S0077","C014","0","0","2.6"
"P0015","S0078","C036","0","0","2.6"
"P0015","S0080","C014","0","0","2.6"
"P0015","S0082","C024","2","4.82","2.6"
"P0015","S0083","C010","0","0","2.6"
"P0015","S0085","C014","1","2.41","2.6"
"P0015","S0086","C003","0","0","2.6"
"P0015","S0087","C031","0","0","2.6"
"P0015","S0088","C009","0","0","2.6"
"P0015","S0089","C014","0","0","2.6"
"P0015","S0091","C013","0","0","2.6"
"P0015","S0093","C022","0","0","2.6"
"P0015","S0094","C006","0","0","2.6"
"P0015","S0096","C029","0","0","2.6"
"P0015","S0097","C014","0","0","2.6"
"P0015","S0099","C014","0","0","2.6"
"P0015","S0102","C018","1","2.41","2.6"
"P0015","S0104","C002","0","0","2.6"
"P0015","S0107","C014","1","2.41","2.6"
"P0015","S0108","C016","0","0","2.6"
"P0015","S0110","C025","0","0","2.6"
"P0015","S0113","C024","0","0","2.6"
"P0015","S0115","C020","0","0","2.6"
"P0015","S0116","C031","0","0","2.6"
"P0015","S0117","C031","0","0","2.6"
"P0015","S0119","C031","0","0","2.6"
"P0015","S0120","C014","0","0","2.6"
"P0015","S0122","C008","0","0","2.6"
"P0015","S0124","C030","1","2.41","2.6"
"P0015","S0125","C022","0","0","2.6"
"P0015","S0126","C014","1","2.41","2.6"
"P0015","S0130","C037","1","2.41","2.6"
"P0015","S0131","C012","0","0","2.6"
"P0015","S0132","C011","0","0","2.6"
"P0015","S0135","C035","0","0","2.6"
"P0015","S0138","C022","0","0","2.6"
"P0015","S0140","C022","1","2.41","2.6"
"P0015","S0141","C005","0","0","2.6"
"P0015","S0142","C006","0","0","2.6"
"P0015","S0143","C014","0","0","2.6"
"P0016","S0032","C019","1","1.85","2"
"P0017","S0001","C031","0","0","1.49"
"P0017","S0002","C007","2","2.76","1.49"
"P0017","S0004","C022","0","0","1.49"
"P0017","S0008","C024","1","1.38","1.49"
"P0017","S0010","C014","1","1.38","1.49"
"P0017","S0012","C005","1","1.38","1.49"
"P0017","S0013","C026","0","0","1.49"
"P0017","S0015","C014","2","2.76","1.49"
"P0017","S0018","C029","1","1.38","1.49"
"P0017","S0020","C014","3","4.14","1.49"
"P0017","S0022","C014","2","2.76","1.49"
"P0017","S0023","C008","0","0","1.49"
"P0017","S0024","C022","1","1.38","1.49"
"P0017","S0025","C024","3","4.14","1.49"
"P0017","S0026","C014","0","0","1.49"
"P0017","S0027","C022","1","1.38","1.49"
"P0017","S0028","C036","9","8.33",NULL
"P0017","S0031","C036","0","0","1.49"
"P0017","S0035","C022","1","1.38","1.49"
"P0017","S0043","C025","1","1.38","1.49"
"P0017","S0045","C008","0","0","1.49"
"P0017","S0048","C031","16","14.81",NULL
"P0017","S0049","C031","0","0","1.49"
"P0017","S0050","C014","0","0","1.49"
"P0017","S0051","C027","2","2.76","1.49"
"P0017","S0052","C014","2","2.76","1.49"
"P0017","S0055","C014","0","0","1.49"
"P0017","S0056","C015","1","1.38","1.49"
"P0017","S0058","C014","5","6.8999999999999995","1.49"
"P0017","S0060","C029","0","0","1.49"
"P0017","S0062","C014","2","2.76","1.49"
"P0017","S0063","C033","0","0","1.49"
"P0017","S0066","C033","1","1.38","1.49"
"P0017","S0067","C014","0","0","1.49"
"P0017","S0070","C030","0","0","1.49"
"P0017","S0072","C014","11","10.19",NULL
"P0017","S0073","C014","0","0","1.49"
"P0017","S0078","C036","2","2.76","1.49"
"P0017","S0081","C022","14","12.96",NULL
"P0017","S0082","C024","1","1.38","1.49"
"P0017","S0083","C010","1","1.38","1.49"
"P0017","S0084","C022","1","1.38","1.49"
"P0017","S0085","C014","2","2.76","1.49"
"P0017","S0087","C031","2","2.76","1.49"
"P0017","S0088","C009","0","0","1.49"
"P0017","S0091","C013","0","0","1.49"
"P0017","S0093","C022","1","1.38","1.49"
"P0017","S0094","C006","1","1.38","1.49"
"P0017","S0096","C029","0","0","1.49"
"P0017","S0097","C014","0","0","1.49"
"P0017","S0102","C018","0","0","1.49"
"P0017","S0103","C022","2","2.76","1.49"
"P0017","S0104","C002","3","4.14","1.49"
"P0017","S0105","C032","0","0","1.49"
"P0017","S0106","C031","4","5.52","1.49"
"P0017","S0107","C014","0","0","1.49"
"P0017","S0108","C016","0","0","1.49"
"P0017","S0110","C025","1","1.38","1.49"
"P0017","S0112","C031","29","26.85",NULL
"P0017","S0113","C024","0","0","1.49"
"P0017","S0115","C020","0","0","1.49"
"P0017","S0117","C031","0","0","1.49"
"P0017","S0121","C022","10","9.26",NULL
"P0017","S0122","C008","0","0","1.49"
"P0017","S0123","C021","5","6.9","1.49"
"P0017","S0125","C022","2","2.76","1.49"
"P0017","S0126","C014","4","5.52","1.49"
"P0017","S0128","C022","2","1.85",NULL
"P0017","S0131","C012","0","0","1.49"
"P0017","S0132","C011","0","0","1.49"
"P0017","S0137","C022","1","1.38","1.49"
"P0017","S0138","C022","2","2.76","1.49"
"P0017","S0139","C035","2","2.76","1.49"
"P0017","S0140","C022","0","0","1.49"
"P0017","S0142","C006","1","1.38","1.49"
"P0017","S0144","C022","1","1.38","1.49"
"P0018","S0001","C031","0","0","1.95"
"P0018","S0002","C007","1","1.81","1.95"
"P0018","S0003","C014","0","0","1.95"
"P0018","S0004","C022","0","0","1.95"
"P0018","S0006","C024","0","0","1.95"
"P0018","S0008","C024","0","0","1.95"
"P0018","S0009","C020","1","1.81","1.95"
"P0018","S0010","C014","0","0","1.95"
"P0018","S0012","C005","1","1.81","1.95"
"P0018","S0013","C026","2","3.61","1.95"
"P0018","S0014","C014","0","0","1.95"
"P0018","S0015","C014","2","3.61","1.95"
"P0018","S0016","C014","0","0","1.95"
"P0018","S0018","C029","2","3.61","1.95"
"P0018","S0019","C030","0","0","1.95"
"P0018","S0020","C014","0","0","1.95"
"P0018","S0021","C024","0","0","1.95"
"P0018","S0022","C014","0","0","1.95"
"P0018","S0023","C008","0","0","1.95"
"P0018","S0024","C022","1","1.81","1.95"
"P0018","S0025","C024","0","0","1.95"
"P0018","S0026","C014","0","0","1.95"
"P0018","S0027","C022","0","0","1.95"
"P0018","S0028","C036","2","3.61",NULL
"P0018","S0030","C006","1","1.81","1.95"
"P0018","S0031","C036","0","0","1.95"
"P0018","S0032","C019","0","0","1.95"
"P0018","S0033","C025","1","1.81","1.95"
"P0018","S0034","C022","0","0","1.95"
"P0018","S0035","C022","1","1.81","1.95"
"P0018","S0038","C004","3","5.42","1.95"
"P0018","S0039","C014","0","0","1.95"
"P0018","S0040","C017","0","0","1.95"
"P0018","S0041","C013","0","0","1.95"
"P0018","S0043","C025","0","0","1.95"
"P0018","S0044","C022","0","0","1.95"
"P0018","S0045","C008","0","0","1.95"
"P0018","S0049","C031","0","0","1.95"
"P0018","S0050","C014","0","0","1.95"
"P0018","S0051","C027","2","3.62","1.95"
"P0018","S0052","C014","0","0","1.95"
"P0018","S0053","C031","1","1.81","1.95"
"P0018","S0055","C014","0","0","1.95"
"P0018","S0056","C015","2","3.62","1.95"
"P0018","S0058","C014","0","0","1.95"
"P0018","S0062","C014","0","0","1.95"
"P0018","S0063","C033","0","0","1.95"
"P0018","S0065","C036","0","0","1.95"
"P0018","S0066","C033","0","0","1.95"
"P0018","S0067","C014","0","0","1.95"
"P0018","S0068","C003","0","0","1.95"
"P0018","S0070","C030","0","0","1.95"
"P0018","S0072","C014","3","4.58",NULL
"P0018","S0073","C014","2","3.61","1.95"
"P0018","S0074","C022","1","1.81","1.95"
"P0018","S0077","C014","0","0","1.95"
"P0018","S0078","C036","0","0","1.95"
"P0018","S0080","C014","0","0","1.95"
"P0018","S0081","C022","1","1.53",NULL
"P0018","S0082","C024","0","0","1.95"
"P0018","S0083","C010","0","0","1.95"
"P0018","S0084","C022","4","7.22","1.95"
"P0018","S0085","C014","0","0","1.95"
"P0018","S0086","C003","0","0","1.95"
"P0018","S0087","C031","0","0","1.95"
"P0018","S0088","C009","0","0","1.95"
"P0018","S0089","C014","0","0","1.95"
"P0018","S0090","C036","0","0","1.95"
"P0018","S0091","C013","0","0","1.95"
"P0018","S0093","C022","0","0","1.95"
"P0018","S0094","C006","0","0","1.95"
"P0018","S0095","C014","0","0","1.95"
"P0018","S0096","C029","0","0","1.95"
"P0018","S0097","C014","1","1.81","1.95"
"P0018","S0099","C014","2","3.61","1.95"
"P0018","S0102","C018","0","0","1.95"
"P0018","S0103","C022","0","0","1.95"
"P0018","S0104","C002","0","0","1.95"
"P0018","S0105","C032","0","0","1.95"
"P0018","S0106","C031","0","0","1.95"
"P0018","S0107","C014","0","0","1.95"
"P0018","S0108","C016","0","0","1.95"
"P0018","S0110","C025","2","3.61","1.95"
"P0018","S0112","C031","1","1.81",NULL
"P0018","S0113","C024","0","0","1.95"
"P0018","S0115","C020","1","1.81","1.95"
"P0018","S0116","C031","0","0","1.95"
"P0018","S0117","C031","0","0","1.95"
"P0018","S0119","C031","0","0","1.95"
"P0018","S0120","C014","0","0","1.95"
"P0018","S0122","C008","0","0","1.95"
"P0018","S0123","C021","0","0","1.95"
"P0018","S0124","C030","0","0","1.95"
"P0018","S0125","C022","0","0","1.95"
"P0018","S0126","C014","0","0","1.95"
"P0018","S0127","C029","2","3.61","1.95"
"P0018","S0130","C037","0","0","1.95"
"P0018","S0131","C012","0","0","1.95"
"P0018","S0132","C011","0","0","1.95"
"P0018","S0135","C035","0","0","1.95"
"P0018","S0137","C022","0","0","1.95"
"P0018","S0138","C022","2","3.62","1.95"
"P0018","S0139","C035","2","3.61","1.95"
"P0018","S0140","C022","0","0","1.95"
"P0018","S0141","C005","0","0","1.95"
"P0018","S0142","C006","0","0","1.95"
"P0018","S0143","C014","0","0","1.95"
"P0018","S0144","C022","0","0","1.95"
"P0024","S0001","C031","0","0","1.95"
"P0024","S0002","C007","0","0","1.95"
"P0024","S0020","C014","0","0","1.95"
"P0024","S0031","C036","0","0","1.95"
"P0024","S0038","C004","0","0","1.95"
"P0024","S0040","C017","1","1.81","1.95"
"P0024","S0043","C025","0","0","1.95"
"P0024","S0051","C027","0","0","1.95"
"P0024","S0056","C015","1","1.81","1.95"
"P0024","S0066","C033","0","0","1.95"
"P0024","S0085","C014","1","1.81","1.95"
"P0024","S0094","C006","0","0","1.95"
"P0024","S0097","C014","0","0","1.95"
"P0024","S0104","C002","0","0","1.95"
"P0024","S0110","C025","0","0","1.95"
"P0024","S0115","C020","0","0","1.95"
"P0024","S0126","C014","0","0","1.95"
"P0035","S0001","C031","2","4.54","2.45"
"P0035","S0002","C007","3","6.8100000000000005","2.45"
"P0035","S0003","C014","1","2.27","2.45"
"P0035","S0008","C024","0","0","2.45"
"P0035","S0009","C020","2","4.54","2.45"
"P0035","S0011","C031","0","0","2.45"
"P0035","S0012","C005","0","0","2.45"
"P0035","S0013","C026","2","4.54","2.45"
"P0035","S0014","C014","1","2.27","2.45"
"P0035","S0015","C014","1","2.27","2.45"
"P0035","S0016","C014","0","0","2.45"
"P0035","S0018","C029","1","2.27","2.45"
"P0035","S0020","C014","0","0","2.45"
"P0035","S0021","C024","1","2.27","2.45"
"P0035","S0022","C014","1","2.27","2.45"
"P0035","S0023","C008","5","11.35","2.45"
"P0035","S0024","C022","1","2.27","2.45"
"P0035","S0025","C024","3","6.8100000000000005","2.45"
"P0035","S0026","C014","1","2.27","2.45"
"P0035","S0027","C022","2","4.54","2.45"
"P0035","S0028","C036","2","7.68",NULL
"P0035","S0030","C006","2","4.54","2.45"
"P0035","S0031","C036","4","9.08","2.45"
"P0035","S0032","C019","1","2.27","2.45"
"P0035","S0033","C025","0","0","2.45"
"P0035","S0034","C022","0","0","2.45"
"P0035","S0039","C014","0","0","2.45"
"P0035","S0040","C017","0","0","2.45"
"P0035","S0050","C014","0","0","2.45"
"P0035","S0051","C027","0","0","2.45"
"P0035","S0053","C031","0","0","2.45"
"P0035","S0055","C014","0","0","2.45"
"P0035","S0056","C015","2","4.54","2.45"
"P0035","S0058","C014","0","0","2.45"
"P0035","S0060","C029","1","2.27","2.45"
"P0035","S0062","C014","1","2.27","2.45"
"P0035","S0063","C033","0","0","2.45"
"P0035","S0065","C036","2","7.04","3.8"
"P0035","S0066","C033","1","2.27","2.45"
"P0035","S0068","C003","1","2.27","2.45"
"P0035","S0070","C030","0","0","2.45"
"P0035","S0072","C014","3","11.530000000000001",NULL
"P0035","S0073","C014","0","0","2.45"
"P0035","S0074","C022","0","0","2.45"
"P0035","S0077","C014","0","0","2.45"
"P0035","S0078","C036","0","0","2.45"
"P0035","S0080","C014","0","0","2.45"
"P0035","S0082","C024","0","0","2.45"
"P0035","S0083","C010","0","0","2.45"
"P0035","S0085","C014","1","2.27","2.45"
"P0035","S0086","C003","0","0","2.45"
"P0035","S0087","C031","0","0","2.45"
"P0035","S0088","C009","0","0","2.45"
"P0035","S0089","C014","0","0","2.45"
"P0035","S0090","C036","0","0","3.8"
"P0035","S0091","C013","2","4.54","2.45"
"P0035","S0096","C029","4","9.08","2.45"
"P0035","S0097","C014","0","0","2.45"
"P0035","S0099","C014","1","2.27","2.45"
"P0035","S0102","C018","2","4.54","2.45"
"P0035","S0103","C022","1","2.27","2.45"
"P0035","S0104","C002","1","2.27","2.45"
"P0035","S0106","C031","3","6.81","2.45"
"P0035","S0107","C014","0","0","2.45"
"P0035","S0108","C016","1","2.27","2.45"
"P0035","S0110","C025","0","0","2.45"
"P0035","S0112","C031","1","3.84",NULL
"P0035","S0113","C024","0","0","2.45"
"P0035","S0116","C031","0","0","2.45"
"P0035","S0119","C031","0","0","2.45"
"P0035","S0120","C014","2","4.54","2.45"
"P0035","S0122","C008","3","6.8100000000000005","2.45"
"P0035","S0123","C021","0","0","2.45"
"P0035","S0124","C030","1","2.27","2.45"
"P0035","S0125","C022","0","0","2.45"
"P0035","S0130","C037","0","0","2.45"
"P0035","S0131","C012","1","2.27","2.45"
"P0035","S0132","C011","1","2.27","2.45"
"P0035","S0135","C035","1","2.27","2.45"
"P0035","S0138","C022","6","13.62","2.45"
"P0035","S0139","C035","1","2.27","2.45"
"P0035","S0140","C022","0","0","2.45"
"P0035","S0141","C005","1","2.27","2.45"
"P0035","S0143","C014","0","0","2.45"
"P0043","S0066","C033","0","0","22.9"
"P0043","S0085","C014","0","0","22.9"
"P0043","S0097","C014","0","0","22.9"
"P0043","S0113","C024","0","0","22.9"
"P0043","S0138","C022","1","11.64","22.9"
"P0043","S0142","C006","0","0","22.9"
"P0046","S0001","C031","0","0","34.5"
"P0046","S0002","C007","0","0","34.5"
"P0046","S0004","C022","0","0","34.5"
"P0046","S0008","C024","0","0","34.5"
"P0046","S0010","C014","0","0","34.5"
"P0046","S0012","C005","0","0","34.5"
"P0046","S0013","C026","1","29.24","34.5"
"P0046","S0015","C014","0","0","34.5"
"P0046","S0018","C029","0","0","34.5"
"P0046","S0020","C014","0","0","34.5"
"P0046","S0022","C014","0","0","34.5"
"P0046","S0023","C008","0","0","34.5"
"P0046","S0024","C022","0","0","34.5"
"P0046","S0025","C024","0","0","34.5"
"P0046","S0026","C014","0","0","34.5"
"P0046","S0027","C022","0","0","34.5"
"P0046","S0031","C036","0","0","34.5"
"P0046","S0035","C022","0","0","34.5"
"P0046","S0038","C004","0","0","34.5"
"P0046","S0040","C017","0","0","34.5"
"P0046","S0043","C025","0","0","34.5"
"P0046","S0045","C008","0","0","34.5"
"P0046","S0049","C031","0","0","34.5"
"P0046","S0050","C014","0","0","34.5"
"P0046","S0051","C027","0","0","34.5"
"P0046","S0052","C014","0","0","34.5"
"P0046","S0055","C014","1","29.24","34.5"
"P0046","S0056","C015","0","0","34.5"
"P0046","S0058","C014","0","0","34.5"
"P0046","S0060","C029","0","0","34.5"
"P0046","S0062","C014","1","29.24","34.5"
"P0046","S0063","C033","0","0","34.5"
"P0046","S0065","C036","1","29.24","34.5"
"P0046","S0066","C033","0","0","34.5"
"P0046","S0067","C014","0","0","34.5"
"P0046","S0070","C030","0","0","34.5"
"P0046","S0073","C014","0","0","34.5"
"P0046","S0078","C036","0","0","34.5"
"P0046","S0082","C024","0","0","34.5"
"P0046","S0083","C010","0","0","34.5"
"P0046","S0084","C022","0","0","34.5"
"P0046","S0085","C014","1","29.24","34.5"
"P0046","S0087","C031","0","0","34.5"
"P0046","S0088","C009","0","0","34.5"
"P0046","S0090","C036","0","0","34.5"
"P0046","S0091","C013","0","0","34.5"
"P0046","S0094","C006","0","0","34.5"
"P0046","S0095","C014","1","29.24","34.5"
"P0046","S0096","C029","0","0","34.5"
"P0046","S0097","C014","1","29.24","34.5"
"P0046","S0102","C018","0","0","34.5"
"P0046","S0103","C022","0","0","34.5"
"P0046","S0104","C002","0","0","34.5"
"P0046","S0105","C032","0","0","34.5"
"P0046","S0106","C031","0","0","34.5"
"P0046","S0107","C014","0","0","34.5"
"P0046","S0108","C016","0","0","34.5"
"P0046","S0110","C025","0","0","34.5"
"P0046","S0113","C024","0","0","34.5"
"P0046","S0115","C020","0","0","34.5"
"P0046","S0117","C031","0","0","34.5"
"P0046","S0122","C008","0","0","34.5"
"P0046","S0123","C021","0","0","34.5"
"P0046","S0125","C022","0","0","34.5"
"P0046","S0126","C014","1","29.24","34.5"
"P0046","S0131","C012","0","0","34.5"
"P0046","S0132","C011","0","0","34.5"
"P0046","S0137","C022","0","0","34.5"
"P0046","S0138","C022","0","0","34.5"
"P0046","S0139","C035","0","0","34.5"
"P0046","S0142","C006","0","0","34.5"
"P0046","S0144","C022","0","0","34.5"
"P0050","S0038","C004","0","0","5.95"
"P0050","S0050","C014","0","0","5.95"
"P0050","S0055","C014","0","0","5.95"
"P0050","S0062","C014","0","0","5.95"
"P0050","S0083","C010","0","0","5.95"
"P0050","S0085","C014","0","0","5.95"
"P0050","S0094","C006","0","0","5.95"
"P0050","S0110","C025","0","0","5.95"
"P0050","S0115","C020","0","0","5.95"
"P0050","S0132","C011","0","0","5.95"
"P0051","S0001","C031","3","1.94","0.7"
"P0051","S0002","C007","13","8.43","0.7"
"P0051","S0003","C014","6","3.88","0.7"
"P0051","S0004","C022","0","0","0.7"
"P0051","S0006","C024","1","0.65","0.7"
"P0051","S0008","C024","0","0","0.7"
"P0051","S0009","C020","1","0.65","0.7"
"P0051","S0010","C014","9","5.83","0.7"
"P0051","S0011","C031","1","0.65","0.7"
"P0051","S0012","C005","0","0","0.7"
"P0051","S0013","C026","10","6.49","0.7"
"P0051","S0014","C014","6","3.8899999999999997","0.7"
"P0051","S0015","C014","0","0","0.7"
"P0051","S0016","C014","2","1.3","0.7"
"P0051","S0018","C029","7","4.54","0.7"
"P0051","S0019","C030","1","0.65","0.7"
"P0051","S0020","C014","15","9.72","0.7"
"P0051","S0021","C024","5","3.2399999999999998","0.7"
"P0051","S0022","C014","0","0","0.7"
"P0051","S0023","C008","0","0","0.7"
"P0051","S0024","C022","19","12.32","0.7"
"P0051","S0026","C014","17","11.02","0.7"
"P0051","S0027","C022","7","4.54","0.7"
"P0051","S0028","C036","7","4.529999999999999",NULL
"P0051","S0029","C022","8","5.18",NULL
"P0051","S0030","C006","0","0","0.7"
"P0051","S0031","C036","4","2.59","0.7"
"P0051","S0032","C019","2","1.3","0.7"
"P0051","S0033","C025","8","5.19","0.7"
"P0051","S0034","C022","0","0","0.7"
"P0051","S0035","C022","2","1.3","0.7"
"P0051","S0038","C004","145","93.98","0.7"
"P0051","S0039","C014","1","0.65","0.7"
"P0051","S0040","C017","12","7.77","0.7"
"P0051","S0041","C013","2","1.3","0.7"
"P0051","S0043","C025","4","2.59","0.7"
"P0051","S0044","C022","0","0","0.7"
"P0051","S0045","C008","0","0","0.7"
"P0051","S0048","C031","2","1.3",NULL
"P0051","S0049","C031","3","1.94","0.7"
"P0051","S0050","C014","0","0","0.7"
"P0051","S0051","C027","6","3.8899999999999997","0.7"
"P0051","S0052","C014","0","0","0.7"
"P0051","S0053","C031","0","0","0.7"
"P0051","S0054","C022","1","0.65","0.7"
"P0051","S0055","C014","4","2.6","0.7"
"P0051","S0056","C015","3","1.94","0.7"
"P0051","S0058","C014","4","2.59","0.7"
"P0051","S0062","C014","15","9.719999999999999","0.7"
"P0051","S0063","C033","5","3.24","0.7"
"P0051","S0066","C033","1","0.65","0.7"
"P0051","S0067","C014","7","4.54","0.7"
"P0051","S0068","C003","0","0","0.7"
"P0051","S0070","C030","3","1.9500000000000002","0.7"
"P0051","S0072","C014","8","5.18",NULL
"P0051","S0073","C014","5","3.2399999999999998","0.7"
"P0051","S0074","C022","0","0","0.7"
"P0051","S0077","C014","7","4.54","0.7"
"P0051","S0078","C036","0","0","0.7"
"P0051","S0080","C014","10","6.48","0.7"
"P0051","S0081","C022","9","5.84",NULL
"P0051","S0082","C024","5","3.24","0.7"
"P0051","S0083","C010","0","0","0.7"
"P0051","S0084","C022","3","1.9500000000000002","0.7"
"P0051","S0085","C014","18","11.66","0.7"
"P0051","S0086","C003","2","1.3","0.7"
"P0051","S0087","C031","13","8.42","0.7"
"P0051","S0088","C009","1","0.65","0.7"
"P0051","S0089","C014","0","0","0.7"
"P0051","S0091","C013","0","0","0.7"
"P0051","S0093","C022","3","1.94","0.7"
"P0051","S0094","C006","0","0","0.7"
"P0051","S0095","C014","0","0","0.7"
"P0051","S0096","C029","3","1.9500000000000002","0.7"
"P0051","S0097","C014","24","15.559999999999999","0.7"
"P0051","S0098","C022","5","3.24",NULL
"P0051","S0099","C014","2","1.3","0.7"
"P0051","S0102","C018","0","0","0.7"
"P0051","S0103","C022","2","1.3","0.7"
"P0051","S0104","C002","14","9.07","0.7"
"P0051","S0105","C032","4","2.6","0.7"
"P0051","S0106","C031","2","1.3","0.7"
"P0051","S0107","C014","8","5.19","0.7"
"P0051","S0108","C016","8","5.18","0.7"
"P0051","S0110","C025","7","4.54","0.7"
"P0051","S0112","C031","14","9.07",NULL
"P0051","S0113","C024","5","3.24","0.7"
"P0051","S0115","C020","13","8.42","0.7"
"P0051","S0116","C031","3","1.94","0.7"
"P0051","S0117","C031","0","0","0.7"
"P0051","S0119","C031","0","0","0.7"
"P0051","S0120","C014","0","0","0.7"
"P0051","S0121","C022","10","6.48",NULL
"P0051","S0122","C008","3","1.9500000000000002","0.7"
"P0051","S0123","C021","6","3.8899999999999997","0.7"
"P0051","S0124","C030","1","0.65","0.7"
"P0051","S0125","C022","15","9.719999999999999","0.7"
"P0051","S0126","C014","3","1.9500000000000002","0.7"
"P0051","S0127","C029","0","0","0.7"
